Name,Formula,Annot..Source..Predicted.Compositions,Annot..Source..mzCloud.Search,Annot..Source..MassList.Search,Annot..DeltaMass..ppm.,Calc..MW,m.z,RT..min.,X..mzCloud.Results,mzCloud.Best.Match,mzCloud.Best.Match.Confidence,mzCloud.Best.Sim..Match,Mass.List.Match..metabolites.list_230424_ForCD,MS2,Area..N_FA1_000m_ldl01.raw..F167.,Area..N_FA1_000m_ldl02.raw..F206.,Area..N_FA1_000m_ldl03.raw..F245.,Area..N_FA1_000m_ldl04.raw..F284.,Area..N_FA1_000m_ldl05.raw..F323.,Area..N_FA1_000m_ldl06.raw..F362.,Area..N_FA1_000m_ldl07.raw..F401.,Area..N_FA1_000m_ldl08.raw..F439.,Area..N_FA1_000m_ldl09.raw..F477.,Area..N_FA1_000m_ldl10.raw..F519.,Area..N_FA1_000m_ldl11.raw..F559.,Area..N_FA1_000m_ldl12.raw..F597.,Area..N_FA1_000m_ldl13.raw..F635.,Area..N_FA1_000m_ldl14.raw..F675.,Area..N_FA1_000m_ldl15.raw..F715.,Area..N_FA1_000m_ldl16.raw..F754.,Area..N_FA1_000m_ldl17.raw..F795.,Area..N_FA1_000m_ldl18.raw..F836.,Area..N_FA1_000m_ldl19.raw..F877.,Area..N_FA1_000m_ldl20.raw..F918.
dihete  isomer,C20 H32 O4,Not the top hit,No results,Full match,-0.48,336.2299,335.22262,3.809,0,NA,NA,NA,Single match found,No MS2,57860.35624,105207.3298,168664.399,29884.76972,23229.07651,28503.1953,27222.37589,151249.1821,81373.7069,47801.17557,136843.3598,92096.7206,52194.04768,55090.30107,59814.00409,46085.8552,63023.32973,41769.64208,34570.94062,32089.25233
PG(16:0/18:1(11Z)),C40 H77 O10 P,No match,No results,Full match,-0.08,748.52538,747.5181,2.118,0,NA,NA,NA,Single match found,No MS2,75049.5457,65667.88066,93955.29789,105724.9378,194339.5114,70231.61047,73688.0039,165194.7789,69591.38724,115363.7165,72256.73224,115479.0188,53493.78364,50706.12943,40508.22634,42708.17563,35430.01996,31638.95844,29929.73799,50467.23887
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",C43 H76 N O8 P,No results,No results,Full match,-3.09,765.52849,764.52121,2.376,0,NA,NA,NA,Single match found,No MS2,51160.61446,15258.10889,10908.76542,9339.414951,34343.76371,206427.4151,46367.97753,15297.37534,64316.56517,58648.67273,91678.99637,108997.3478,86836.76201,74954.10832,77979.91459,101237.0985,6563.155329,30503.76997,26508.17117,62501.47123
[Similar to: Cyclo(glycyltryptophylprolylglycylvalylglycyl-β-hydroxytyrosyl); ΔMass: -496.5178 Da],NA,No results,Invalid mass,No results,NA,235.80534,234.79806,3.237,2,NA,NA,64.9,No matches found,DDA for preferred ion,22201.97009,31771.04313,13277.05976,12364.96464,41312.97716,32378.0948,53865.61008,17492.18839,11252.52792,19491.60251,40378.66475,7961.653098,35788.86228,23298.92838,6921.494186,7914.953592,34743.47544,23064.14983,9103.876367,9373.546734
3-hydroxypentadecanoic acid,C15 H30 O3,Full match,No results,Full match,0.53,258.21963,257.21235,2.482,0,NA,NA,NA,Single match found,DDA for preferred ion,55887.05983,122641.9874,192939.7567,192628.8461,36201.83173,44298.72067,61087.93955,209589.6383,172822.4384,208195.3766,166258.6058,167453.0369,142519.7492,74384.82929,131473.7816,44572.50564,118007.8337,96379.80671,106678.0159,122358.8795
[Similar to: trans-Petroselinic acid; ΔMass: 82.0063 Da],C15 H36 N6 O2 S,Full match,Invalid mass,No results,0.31,364.26216,363.25488,3.221,6,NA,NA,62.8,No matches found,DDA for preferred ion,61609.87811,35389.0458,151168.3592,86330.25016,19209.04999,34829.62602,95553.68194,20131.79197,18278.2091,83164.40183,7360.547612,9818.230896,3142.915485,23538.11795,5028.144613,4894.234376,4551.300325,5350.905629,4232.975405,10825.69504
[Similar to: 5α-Dihydrotestosterone; ΔMass: 69.6567 Da],C3 H9 N2 O6 P S5,Full match,Invalid mass,No results,2.94,359.88123,358.87396,2.666,2,NA,NA,62.6,No matches found,DDA for preferred ion,158531.0529,30572.13299,292156.2382,71607.87667,19543.53951,47442.89838,31010.20885,112598.7541,380756.2598,248104.6712,273236.0839,329132.9568,173757.3498,345768.1941,385188.7974,135279.0905,169401.8477,14740.96377,54157.19307,65916.85482
[Similar to: FR130739; ΔMass: -264.3256 Da],NA,No results,Invalid mass,No results,NA,144.87592,143.86865,9.058,1,NA,NA,52.4,No matches found,DDA for preferred ion,94499.64866,1698.26272,6588.128753,2961.389542,17129.84942,47112.30265,11782.06747,41173.85874,8802.857062,6914.976053,31425.28129,1078.374212,28373.11657,988.4091147,998.2877859,915.5777775,941.3934087,648.3858901,28451.78988,4229.49651
"LysoPE(0:0/18:2(9Z,12Z))",C23 H44 N O7 P,Not the top hit,No results,Full match,3.36,477.28714,476.27987,3.121,0,NA,NA,NA,Single match found,No MS2,37073.85277,50350.42933,64635.26482,94481.98183,50985.46074,186092.7172,173004.7629,54606.56191,62794.37771,85127.3724,15737.50256,236736.1253,6462.47358,9397.161395,26680.00333,39053.01415,24120.68607,22319.72649,13737.15441,5983.723848
"3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate",C16 H16 N2 O3,No match,Invalid mass,No results,18.15,284.12125,283.11397,2.154,4,54.5,52.8,62.4,No matches found,DDA for preferred ion,156194.7981,297277.7961,271450.1144,251197.8309,45624.10775,336703.5128,146254.7592,196312.9467,131281.9743,120514.6226,153184.4902,87012.5085,62218.68764,98376.60897,54218.68309,38514.85913,95113.8504,77866.41652,30978.97069,42907.64228
"1,25-Dihydroxyvitamin D3-26,23-lactone",C27 H40 O5,No match,No results,Full match,2.65,444.28875,443.28147,2.407,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,81439.98016,47909.43185,93882.27511,103772.7337,60563.04191,83612.84091,118859.2368,143515.5814,140311.794,79159.1993,15934.94104,16140.97854,23684.22962,48296.4347,15518.59075,55692.33632,72797.58932,12899.1108,16569.91873,29531.03515
D-Alanyl-D-alanine,C6 H12 N2 O3,Full match,No results,Full match,1.98,160.08511,159.07783,12.784,0,NA,NA,NA,Single match found,DDA for preferred ion,409601.1508,10994.81109,10142.23893,4228.625749,2014.771316,6185.298356,17473.13802,6590.86845,7902.441787,8812.767307,3141.91826,4218.579524,1628.269022,6775.06288,3239.198443,2238.919466,2023.026761,1618.159122,15458.0104,1398.916511
[Similar to: Hippuric acid; ΔMass: -1.2015 Da],NA,No results,Invalid mass,No results,NA,177.85678,176.8495,2.827,2,NA,NA,52.1,No matches found,DDA for preferred ion,26371.17086,37873.24577,74233.12752,16846.19872,82974.87494,46632.62268,104083.1283,100574.3497,15841.04864,31441.93113,155181.6439,16896.09921,197922.1124,14707.37813,15534.30896,17745.2956,18318.77586,10309.45696,17392.0181,65803.67906
digalacturonate isomer,C12 H18 O13,No match,No results,Full match,-0.33,370.07462,369.06734,8.506,0,NA,NA,NA,Single match found,No MS2,2382.520426,4098.236923,4331.873605,3089.211636,3757.575851,6382.388623,11430.18332,3145.11896,3469.260162,4094.494179,1519.692422,1645.9804,1195.509176,2655.341987,1035.834043,1513.570055,1274.219256,823.6318294,7853.885633,4066.470624
[Similar to: N-(2-furylmethyl)-3-thiophenecarboxamide; ΔMass: -2.0883 Da],C8 H N O2 P2,Full match,Invalid mass,No results,-5.53,204.94712,203.93984,2.416,3,NA,NA,73.9,No matches found,DDA for preferred ion,12712.9092,428036.2354,19920.70168,48260.82914,21103.35033,85058.57562,32110.27766,207218.4238,65389.14878,466862.8882,16590.9049,11883.19926,13389.82285,13016.70936,17130.38669,12768.88114,11193.37429,8936.652946,10192.09836,7859.326619
[Similar to: 17-AAG; ΔMass: -85.9439 Da],C19 H49 N9 O4 S,Full match,Invalid mass,No results,-3.47,499.36109,498.35381,2.592,1,NA,NA,50.5,No matches found,DDA for preferred ion,4854.16216,12039.36872,6062.237221,5488.510059,19101.07728,11609.83313,24074.83407,6334.468949,6086.287422,10540.78878,8616.999686,32476.03863,6442.52401,4059.419928,3976.582569,4188.653221,5664.550859,7509.85832,9776.796905,8325.345125
[Similar to: 4-[(3-Carboxyacryloyl)amino]-2-hydroxybenzoic acid; ΔMass: -72.1330 Da],NA,No results,Invalid mass,No results,NA,178.91002,177.90274,2.483,1,NA,NA,57.3,No matches found,DDA for preferred ion,23872.04008,40643.39392,32267.44202,35913.08369,45495.9264,43704.26271,65745.63459,38447.94461,25157.35476,38469.31851,56223.8061,280372.8122,264974.188,218232.1054,191132.5888,284396.6267,272570.9893,239448.8928,51107.98029,40798.32644
Uralenol,C20 H18 O7,No match,No results,Full match,-3.63,370.10391,369.09663,2.376,0,NA,NA,NA,Single match found,DDA for preferred ion,14037.91505,21846.84325,19208.28901,15753.92029,23302.85181,20619.87156,27472.37667,21913.25317,14360.60274,21186.05978,353097.9485,208088.7836,208222.6244,238388.4548,53260.78465,64516.15047,150165.9071,113535.0011,14297.07173,18275.41852
podophyllotoxone  isomer,C22 H20 O8,Unused,No results,Full match,1.37,412.11638,411.10911,10.991,0,NA,NA,NA,Single match found,No MS2,10063.05478,8482.035558,9937.436655,9897.203167,9919.513705,8381.672871,37174.98333,9522.034143,10127.3033,15539.99935,13102.25751,19778.51852,8314.494516,9969.161457,7184.249883,6370.733541,158804.1192,6907.224306,15193.76203,209951.7104
endoxifen o-glucuronide isomer,C31 H37 N O8,No match,No results,Full match,-0.24,551.25178,550.24451,2.811,0,NA,NA,NA,Single match found,No MS2,7975.393767,24017.40279,9438.886379,9782.421285,52618.70094,29572.18108,57602.8162,11731.59686,9475.678377,15627.79193,8490.78819,9849.764581,8172.79973,9326.716455,9027.606963,9847.561844,9608.164759,6209.809363,10908.97874,6313.816054
1-Methylguanosine,C11 H16 N5 O5,No match,No results,Full match,5.5,298.11678,297.10951,13.933,0,NA,NA,NA,Single match found,DDA for preferred ion,4234.384319,7265.363599,11746.65805,21706.52184,3559.300628,3105.19222,65703.08989,6183.441923,9241.198951,21733.69785,2986.594345,3135.953268,3556.960729,2867.551331,2395.774625,2640.684432,2904.035195,3748.592982,3888.26976,2371.303538
"[Similar to: N-[3-(4-chloroanilino)-1H-1,2,4-triazol-5-yl]-N'-isopropylurea; ΔMass: 145.6892 Da]",NA,No results,Invalid mass,No results,NA,439.78874,438.78146,14.603,14,NA,NA,63.3,No matches found,DDA for preferred ion,6426.497488,5934.116557,7345.975815,5873.102469,2010.278314,4769.190378,8576.472597,5748.422508,6501.088457,7250.274055,4527.957483,5349.820926,3858.822129,5337.429194,5474.565182,4885.270829,4201.717745,1195.39383,4679.176712,3493.067252
"[Similar to: α,α-Trehalose; ΔMass: -0.2003 Da]",C15 H4 O2 P2 S2,Full match,Invalid mass,No results,9.09,341.9159,340.90862,14.62,2,NA,NA,57.8,No matches found,DDA for preferred ion,8104.537774,34511.75057,28304.29236,14616.36496,71906.76594,35288.38835,10462.56366,41382.4611,36180.65565,25619.09395,3388.84179,3593.373854,2797.035548,3675.039415,3729.973511,3247.93093,2921.658391,1383.385639,8927.712647,5894.346339
homobaldrinal  isomer,C15 H16 O4,Full match,No results,Full match,0.9,260.10509,259.09782,2.962,0,NA,NA,NA,Single match found,DDA for preferred ion,5205.817514,55143.52819,2543.669552,2161.37073,95221.18785,78694.8758,216779.5132,6085.325274,2738.632603,19211.88974,3936.684741,7664.799606,2696.031773,4157.747018,3062.879638,3367.998769,4062.212381,3337.734941,5139.288564,1858.036664
Methylgingerol,C18 H28 O4,No results,No results,Full match,-0.07,308.19874,307.19146,3.808,0,NA,NA,NA,Single match found,DDA for preferred ion,32230.23961,50548.93418,47964.95979,66882.21244,23513.57574,51959.84636,27555.78325,43666.47922,53429.11498,64119.39749,10260.57736,25586.38962,36241.8085,18635.86937,28421.81322,19195.67801,28104.20916,15645.96977,383903.4035,41492.63761
"[Similar to: N-(1-methyl-3-phenyl-1H-pyrazol-5-yl)-2-(1,1,3-trioxo-1,3-dihydro-2H-1,2-benzisothiazol-2-yl)acetamide; ΔMass: -213.3484 Da]",NA,No results,Invalid mass,No results,NA,182.74083,181.73356,2.325,4,NA,NA,53.3,No matches found,DDA for preferred ion,2593.975822,3117.318632,3505.006098,3887.731063,7364.873961,5541.624157,6605.951872,4592.571425,3023.802465,4855.265929,4406.987701,3508.2625,4732.43954,2776.048785,3132.50086,2448.541216,2607.219709,2134.16443,2710.463831,2567.325526
Cholesterol sulfate,C27 H46 O4 S,Full match,No results,Full match,1.56,466.31241,465.30513,2.235,0,NA,NA,NA,Single match found,DDA for preferred ion,20304.26623,372264.147,62900.15407,27214.2592,48552.75067,48000.18743,89628.08933,88110.83366,49055.07422,26486.59521,24318.82405,55165.35081,22225.62837,60999.31955,53730.92368,69977.71783,77779.6663,16810.62935,9722.014188,10772.18081
"[Similar to: N-(4H-1,3-benzodioxin-6-yl)acetamide; ΔMass: 48.7367 Da]",NA,No results,Invalid mass,No results,NA,241.81055,240.80327,2.606,2,NA,NA,59.4,No matches found,DDA for preferred ion,12275.14972,259175.671,60447.96766,111439.0078,14811.35528,43696.12424,22074.21019,157321.5692,268208.8494,344233.7439,17809.60573,53830.60395,17071.91881,31443.49277,34484.6904,38348.0151,42659.66638,66804.63743,154247.7533,32790.59365
[Similar to: N-benzyl-N-methyl-N'-phenylurea; ΔMass: -0.3135 Da],NA,No results,Invalid mass,No results,NA,239.81275,238.80547,2.593,2,NA,NA,75.1,No matches found,DDA for preferred ion,11628.24015,259175.671,60447.96766,77054.24051,12911.76893,43696.12424,22074.21019,70449.38488,213900.3052,344233.7439,17809.60573,30794.74073,16332.31012,34219.22297,35338.96354,43522.26718,25007.90965,58821.66263,112834.4449,23967.0019
"[Similar to: (4S,6S)-1-(Cyclopropylmethyl)-6-isobutyl-3,4,5,6-tetrahydro-1H-azepino[5,4,3-cd]indole-4-carboxylic acid; ΔMass: -82.1745 Da]",C8 H9 N2 O5 P,Full match,Invalid mass,No results,0.09,244.02493,243.01765,3.782,4,NA,NA,58.2,No matches found,DDA for preferred ion,12528.30784,8409.031342,13176.34227,14501.03639,27187.24742,26976.08154,45140.64185,9981.246381,24006.58416,121441.6525,41995.22798,123075.0232,52935.90665,105153.5706,157952.3288,124273.7904,159137.9495,116518.9627,8998.102252,4101.027338
Foeniculoside VIII,C16 H28 O8,Not the top hit,No results,Full match,0.81,348.1787,347.17142,2.561,0,NA,NA,NA,Single match found,No MS2,3703.726651,13903.07008,35712.37492,29657.37196,16879.02731,10688.06434,19258.23599,47802.47946,54533.98635,68769.01473,4980.816226,23525.15617,11518.48557,36357.95407,20391.7051,48466.35264,15172.41273,23634.12657,17206.90083,9410.923369
[Similar to: Myristyl sulfate; ΔMass: -0.0358 Da],C13 H26 O5 S,Full match,Invalid mass,No results,2.13,294.15072,293.14345,1.96,15,NA,NA,66.9,No matches found,DDA for preferred ion,7660.124804,3515.441177,12253.90837,5620.053025,11452.0969,13192.67269,12775.25737,9367.595321,8450.040182,8877.266342,48083.10375,10466.26158,19156.19282,17259.84801,3256.416418,20437.70065,3118.89025,9314.82318,4222.980742,26163.81567
[Similar to: Mephobarbital; ΔMass: -19.0357 Da],NA,No results,Invalid mass,No results,NA,227.06474,226.05746,9.736,10,NA,NA,57.4,No matches found,DDA for preferred ion,5392.602015,4612.395216,9483.218521,6563.93803,5440.39154,4773.731535,29949.40401,5642.023392,98257.56058,12277.82413,5663.789005,3664.221439,3405.457729,3449.378707,3147.973534,3697.948801,2928.774964,2129.423341,5532.267088,2821.905956
"[Similar to: (4S,6S)-1-(Cyclopropylmethyl)-6-isobutyl-3,4,5,6-tetrahydro-1H-azepino[5,4,3-cd]indole-4-carboxylic acid; ΔMass: -82.1465 Da]",C5 H12 N2 O9,Full match,Invalid mass,No results,-5.49,244.05294,243.04566,3.794,8,NA,NA,63.5,No matches found,DDA for preferred ion,21882.22088,25975.16795,48228.97,38380.30092,22352.58363,30756.80786,65874.51717,17833.46497,145917.7669,26933.92806,246773.5374,352663.4547,152287.2507,208066.0051,173644.6416,160103.9115,148393.4672,94378.50495,56215.19151,55757.05714
"2-{2-[4-(tert-butyl)phenyl]-4-hydroxy-1,3-thiazol-5-yl}acetic acid isomer",C15 H17 N O3 S,No match,No results,Full match,7.34,291.09505,290.08777,9.981,0,NA,NA,NA,Single match found,No MS2,6606.805709,6165.593525,8609.003645,7438.571527,7610.484143,6160.580818,72520.33551,7478.028832,6156.216545,16192.60731,7689.456063,4401.279034,5181.561729,4188.686146,4102.324025,4045.480885,4242.200177,2995.458782,6944.100248,3682.466325
PC(18:1(9Z)/15:0),C41 H80 N O8 P,No match,No results,Full match,-8.06,745.55614,744.54887,3.472,0,NA,NA,NA,Multiple matches found,No MS2,8731.270436,18670.35629,6367.132302,40739.61234,25405.11206,40803.03836,13738.20045,43253.57675,16075.49766,13296.71981,9055.988842,59150.30562,13882.90161,24223.09702,19018.59135,6851.027939,3286.675089,4428.296018,3287.969545,2069.827806
Calcitriol,C27 H44 O3,Not the top hit,No results,Full match,1.13,416.32952,415.32224,2.491,0,NA,NA,NA,Single match found,DDA for preferred ion,40116.48335,25982.72351,26516.19,49159.94842,55694.48919,67066.97844,41402.51726,76810.07495,20236.77325,28361.82463,9910.026789,65988.09406,5886.795814,32894.55211,50149.88037,10284.95937,116752.0249,14522.88316,76025.92125,354602.6019
[Similar to: N-benzyl-N-methyl-N'-phenylurea; ΔMass: 0.0594 Da],C13 H24 N2 O2,Full match,Invalid mass,No results,7.95,240.18569,239.17841,2.417,2,NA,NA,66.3,No matches found,DDA for preferred ion,4507.080845,16098.9585,26009.23009,6524.955448,7803.779131,9761.619815,10335.37712,7702.367028,18944.10132,6989.391152,6171.884467,4401.821225,257010.7077,4496.04868,6372.5739,4750.075998,4214.464183,2833.265432,36126.12735,2732.421578
3-methylglutarylcarnitine  1 isomer,C13 H23 N O6,Not the top hit,No results,Full match,-0.41,289.15242,288.14514,2.953,0,NA,NA,NA,Single match found,No MS2,5367.931685,10794.75352,3370.285318,2863.750928,16969.68669,12733.90179,23769.16912,4345.335693,3628.605471,8402.927671,5215.988364,5423.175398,3572.160658,5508.889204,4058.222998,5349.243978,5382.308695,4422.397972,3675.606132,2461.842454
Citronellyl propionate,C13 H24 O2,Full match,No results,Full match,1.55,212.17796,211.17068,2.284,0,NA,NA,NA,Single match found,DDA for preferred ion,40290.4696,79247.3367,92948.74762,96453.85642,17743.76363,67647.42089,36420.402,215440.8112,131128.5117,125353.9714,72118.46705,82902.85641,22568.98206,51522.55511,50906.50273,20345.86409,54111.27757,28499.50769,79670.17234,12339.39287
[Similar to: 2-Furoylglycine; ΔMass: 82.0512 Da],C7 H9 N9 O2,Full match,Invalid mass,No results,3.26,251.08874,250.08146,15.259,1,NA,NA,50.2,No matches found,DDA for preferred ion,6976.30503,45425.28652,63742.63079,16717.77648,8341.717357,64061.52063,22975.79837,22049.85509,56191.72793,141564.6252,4495.639206,4771.967412,3559.849814,4470.866081,4161.983448,3736.424559,3446.448042,3195.42975,6697.840193,2672.142551
Goshuyic acid,C14 H24 O2,Full match,Invalid mass,Full match,-0.63,224.17749,223.17021,2.107,1,NA,NA,57.3,Single match found,DDA for preferred ion,142249.6127,107782.4929,126340.1231,100541.9349,148376.9217,100141.2407,80274.24064,134961.3397,98343.04253,117167.2657,89928.3977,97670.40029,63906.16383,197381.7873,171553.808,144617.2333,180296.1503,101498.1225,112667.3217,111101.0668
[Similar to: 4-(2-thienyl)benzoic acid; ΔMass: 34.0100 Da],C7 H15 N2 O P S2,Full match,Invalid mass,No results,-7.88,238.03447,237.02719,14.861,1,NA,NA,52.1,No matches found,DDA for preferred ion,5755.210364,4599.671171,5250.371161,4863.394409,4837.814711,4943.521745,11615.48432,7823.553649,5270.734193,9015.215273,5599.596795,5621.620197,4022.629869,5111.626562,5124.244053,4386.307487,4588.661888,3216.529106,6844.119438,3335.706458
val gly isomer,C7 H14 N2 O3,Full match,No results,Full match,0.62,174.10055,173.09327,11.918,0,NA,NA,NA,Single match found,DDA for preferred ion,5379.449986,4046.952472,6039.436745,6447.54055,6179.424458,21291.93809,27126.93036,5896.843609,16817.50549,37995.74805,6424.270498,4351.421933,4288.408235,4016.831551,3779.191828,3691.790871,4243.811377,3250.529153,6151.192535,3359.371864
PG(18:1(9Z)/18:1(9Z)),C42 H79 O10 P,No match,No results,Full match,-1.69,774.53977,773.5325,2.083,0,NA,NA,NA,Single match found,DDA for preferred ion,64713.80509,29242.46563,89113.15934,122718.9313,40261.95054,167603.8417,62164.234,147066.8743,66865.9358,141280.2343,146315.0039,211065.7112,88433.12744,60401.99002,63080.96293,67120.37221,142689.6372,124442.605,26052.88002,9932.569574
PG(18:1(9Z)/18:1(9Z)),C42 H79 O10 P,Invalid mass,No results,Full match,2.72,774.54319,773.53592,2.07,0,NA,NA,NA,Single match found,No MS2,74368.36475,117987.0937,89791.70468,134358.0168,40261.95054,167603.8417,116616.8373,151824.1137,71175.78861,142199.1989,123417.8622,211065.7112,84000.80412,64056.15673,44498.09928,67120.37221,109987.0336,124442.605,26052.88002,9932.569574
Maltotriose,C18 H32 O16,No match,No results,Full match,-2.37,504.16784,503.16056,16.631,0,NA,NA,NA,Multiple matches found,No MS2,5316.402714,4576.956708,4601.606629,4808.370719,4296.892835,3544.976174,10383.56421,5871.60407,3612.637147,4742.345381,3980.81992,3304.950792,2991.644371,3238.192206,3229.707403,2727.884188,2674.051958,2396.926476,4255.509658,2194.855659
[Similar to: Corchorifatty acid F; ΔMass: -0.0574 Da],C17 H28 O4 S,Full match,Invalid mass,No results,-9.79,328.16762,327.16034,2.8,8,NA,NA,78,No matches found,DDA for preferred ion,37273.66101,17794.27317,35323.31042,51097.54108,19889.55418,13911.54751,27097.91044,38170.29942,34024.72079,64981.34673,40117.55332,46644.79158,54312.08573,53511.88807,40469.0926,122690.3965,65597.70011,60751.27313,17531.06779,77042.65615
"[Similar to: (3β,5ξ,9ξ,18ξ)-22-Hydroxyolean-12-en-3-yl 6-deoxyhexopyranosyl-(1->2)pentopyranosyl-(1->2)hexopyranosiduronic acid; ΔMass: -716.7547 Da]",NA,No results,Invalid mass,No results,NA,179.75866,178.75139,12.78,2,NA,NA,52.4,No matches found,DDA for preferred ion,4166.107351,5302.125334,5170.266168,5979.106614,2848.805549,5078.968466,24706.31389,4919.371897,4137.891555,7710.773134,14790.42124,2625.587253,2302.306862,3548.395192,2359.457935,3165.742012,2860.478417,2288.01187,8572.874638,1978.011643
